weight logl location amplitude width
2.981040234009875488e-179 -4.744288880282911691e+02 2.263628650588038749e-01 4.508817450685093098e-01 4.657281819851769589e-01
2.982151486810481150e-179 -4.744260153242543083e+02 8.653250635705170835e-01 5.840747611430840980e-02 9.350364709238533356e-01
2.991130812849748968e-179 -4.744205088255313285e+02 3.105471799847967507e-01 3.155734121765825240e-01 5.320131288894139887e-01
3.105568800121735632e-179 -4.743804634526590007e+02 6.807810567024510373e-01 8.412931084105259583e-01 3.426961842349462994e-02
3.150652793681213933e-179 -4.743635506722561104e+02 3.048652153264982401e-01 4.963605426241448626e-01 3.786538684291651524e-01
3.144976313196896953e-179 -4.743628539811633686e+02 3.391831804930077743e-01 5.942121584819660685e-01 3.823440403983056068e-01
3.138808591507928152e-179 -4.743623170412499803e+02 9.091673531159072397e-01 1.147399069441683572e-01 5.428239501967198066e-01
3.177313128178629528e-179 -4.743476244283191932e+02 2.136065585821326218e-01 3.758467375625617057e-01 7.181383362065911768e-01
3.173782152542327910e-179 -4.743462363549535894e+02 4.964981845575564545e-01 1.041301285295537227e-01 7.934304678672371436e-01
3.237413007046741959e-179 -4.743238857834581381e+02 7.558085941129313312e-01 3.571974257222424454e-01 2.309998491862226278e-01
3.274865690082635540e-179 -4.743098834821280434e+02 8.264656759068326197e-01 1.620050596384561281e-01 5.435723049201588442e-01
3.317458445385016277e-179 -4.742944613784491708e+02 7.268647453155385740e-02 1.009956869362153009e-01 6.872624208523561151e-01
3.416056945041774793e-179 -4.742626733938309371e+02 1.380930339290662445e-01 4.909823465646748764e-01 4.463798818048192452e-01
3.412062977750876934e-179 -4.742613432525304233e+02 6.353309469050626435e-01 9.673718863197181550e-01 3.488074667066646262e-01
3.428571705785908496e-179 -4.742540165775656646e+02 5.375244722962799759e-01 3.353162894143870698e-01 8.113283903031569544e-01
3.510098862305352422e-179 -4.742280161367324354e+02 4.621703029977904942e-01 3.735240339009738841e-01 5.163801990903760242e-02
3.523745863650148807e-179 -4.742216357501158654e+02 6.311212352270002546e-01 3.071786181337237132e-01 2.496619781455932108e-01
3.554057862355756978e-179 -4.742105703292021417e+02 9.245461901859504117e-01 1.949694386009517277e-01 4.529570391584207822e-01
