logz logzerr logvol nlive logl logwt insert_order
-1.053781307062210317e+03 1.629215916985007118e+00 -2.675000000000001821e-01 4.000000000000000000e+02 -1.044534745689781175e+03 -1.050794959976472455e+03 1.735000000000000098e+00
-1.050745720895614795e+03 1.844984029731923103e+00 -2.700000000000001843e-01 4.000000000000000000e+02 -1.041277609116222266e+03 -1.047540323402913600e+03 1.250000000000000000e+00
-1.047500580919200274e+03 2.536960033471996834e+00 -2.725000000000001865e-01 4.000000000000000000e+02 -1.040283652711034847e+03 -1.046548866997726236e+03 1.004999999999999893e+00
-1.046222388282254997e+03 3.095626309665148845e+00 -2.750000000000001887e-01 4.000000000000000000e+02 -1.039411491208751841e+03 -1.045679205495443057e+03 1.139999999999999902e+00
-1.045221213443819806e+03 1.705473868009832472e+00 -2.775000000000001910e-01 4.000000000000000000e+02 -1.038050420863457930e+03 -1.044320635150149201e+03 9.549999999999999600e-01
-1.043979648397130859e+03 1.359674552233611333e+00 -2.800000000000001932e-01 4.000000000000000000e+02 -1.037966098961172975e+03 -1.044238813247864300e+03 1.465000000000000080e+00
-1.043407711231277062e+03 8.649923212631198677e-01 -2.825000000000001954e-01 4.000000000000000000e+02 -1.024301238983048506e+03 -1.030576453269739886e+03 4.450000000000000067e-01
-1.030576450593932350e+03 5.789652380661376441e+00 -2.850000000000001976e-01 4.000000000000000000e+02 -1.018630919793394355e+03 -1.024908634080085676e+03 4.499999999999999833e-02
-1.024905184634402758e+03 5.342869390176350208e+00 -2.875000000000001998e-01 4.000000000000000000e+02 -1.016983676273011383e+03 -1.023263890559702645e+03 3.099999999999999978e-01
-1.023086808387897918e+03 2.995852065458876723e+00 -2.900000000000002021e-01 4.000000000000000000e+02 -1.012947571894240468e+03 -1.019230286180931785e+03 1.399999999999999911e+00
-1.019209365162383961e+03 3.896901275008127108e+00 -2.925000000000002043e-01 4.000000000000000000e+02 -1.007683087383128054e+03 -1.013968301669819311e+03 2.300000000000000100e-01
-1.013963021014008405e+03 3.055812966720577784e+00 -2.950000000000002065e-01 4.000000000000000000e+02 -1.005654793576178690e+03 -1.011942507862870002e+03 1.324999999999999956e+00
-1.011818003104038667e+03 1.456785471832841017e+00 -2.975000000000002087e-01 4.000000000000000000e+02 -9.994894505350104055e+02 -1.005779664821701772e+03 5.999999999999999778e-01
-1.005777282142854801e+03 3.226985883146466172e+00 -3.000000000000002109e-01 4.000000000000000000e+02 -9.991411758078801313e+02 -1.005433890094571439e+03 1.745000000000000107e+00
-1.004897771031734692e+03 2.526273329100372500e+00 -3.025000000000002132e-01 4.000000000000000000e+02 -9.898820246126608708e+02 -9.961772388993522327e+02 9.649999999999999689e-01
-9.961770757123442763e+02 4.393860833935704591e+00 -3.050000000000002154e-01 4.000000000000000000e+02 -9.883852745488547953e+02 -9.946829888355460980e+02 8.900000000000000133e-01
-9.944804942422460954e+02 4.898274836725377668e+00 -3.075000000000002176e-01 4.000000000000000000e+02 -9.857568987752325711e+02 -9.920571130619239284e+02 1.705000000000000071e+00
-9.919722008769699642e+02 4.912277568200930311e+00 -3.100000000000002198e-01 4.000000000000000000e+02 -9.832728072136682158e+02 -9.895755215003595140e+02 1.489999999999999991e+00
-9.894884087422017274e+02 1.772239831493364948e+00 -3.125000000000002220e-01 4.000000000000000000e+02 -9.791014098187915806e+02 -9.854066241054829334e+02 1.125000000000000000e+00
-9.853898876260988118e+02 3.104301931850718788e+00 -3.150000000000002243e-01 4.000000000000000000e+02 -9.775742200568671478e+02 -9.838819343435584415e+02 1.400000000000000133e-01
-9.836819672381420787e+02 8.660659729213170399e-01 -3.175000000000002265e-01 4.000000000000000000e+02 -9.732830035319366289e+02 -9.795932178186279771e+02 1.945000000000000062e+00
-9.795765965401731137e+02 2.272907306092131652e+00 -3.200000000000002287e-01 4.000000000000000000e+02 -9.665347736657812447e+02 -9.728474879524725338e+02 8.800000000000000044e-01
-9.728462930683766672e+02 3.639725238130349538e+00 -3.225000000000002309e-01 4.000000000000000000e+02 -9.621007655516982595e+02 -9.684159798383896032e+02 1.199999999999999956e-01
-9.684041394549287816e+02 4.857643242738914680e+00 -3.250000000000002331e-01 4.000000000000000000e+02 -9.607051928317033571e+02 -9.670229071183946417e+02 9.499999999999999556e-01
-9.667987491101603155e+02 3.359227462270892861e+00 -3.275000000000002354e-01 4.000000000000000000e+02 -9.602355893124691875e+02 -9.665558035991605266e+02 1.070000000000000062e+00
-9.659767694319127713e+02 9.481840237160013007e-01 -3.300000000000002376e-01 4.000000000000000000e+02 -9.479134157105856957e+02 -9.542361299972769757e+02 1.729999999999999982e+00
-9.542361220337885470e+02 5.474734904879267283e+00 -3.325000000000002398e-01 4.000000000000000000e+02 -9.403802044478784410e+02 -9.467054187345697756e+02 1.659999999999999920e+00
-9.467048825174580315e+02 6.180740081030106303e+00 -3.350000000000002420e-01 4.000000000000000000e+02 -9.342118901917029916e+02 -9.405396044783942671e+02 5.500000000000000028e-02
-9.405375055486033489e+02 4.266773106215089761e+00 -3.375000000000002442e-01 4.000000000000000000e+02 -9.330788260371376737e+02 -9.394090403238290037e+02 1.824999999999999956e+00
-9.391287383520642607e+02 4.454067416847303562e+00 -3.400000000000002465e-01 4.000000000000000000e+02 -9.280041568156415224e+02 -9.343368711023327933e+02 1.014999999999999902e+00
-9.343286083823869603e+02 3.819767434393232186e+00 -3.425000000000002487e-01 4.000000000000000000e+02 -9.254388124427147204e+02 -9.317740267294060459e+02 8.100000000000000533e-01
-9.316991746316576837e+02 4.259283347374597462e+00 -3.450000000000002509e-01 4.000000000000000000e+02 -9.247062466508150465e+02 -9.310439609375063128e+02 7.299999999999999822e-01
-9.306256907832530487e+02 2.152745231607179122e+00 -3.475000000000002531e-01 4.000000000000000000e+02 -9.242972137043153680e+02 -9.306374279910066889e+02 1.215000000000000080e+00
-9.299383949864130727e+02 2.378441542144468457e+00 -3.500000000000002554e-01 4.000000000000000000e+02 -9.228408111815706434e+02 -9.291835254682619052e+02 1.510000000000000009e+00
-9.287982141254133239e+02 2.582954323004145181e+00 -3.525000000000002576e-01 4.000000000000000000e+02 -9.198122006912241204e+02 -9.261574149779154368e+02 9.499999999999999556e-01
-9.260885381332792576e+02 1.703872804102404492e+00 -3.550000000000002598e-01 4.000000000000000000e+02 -9.197093902768893940e+02 -9.260571045635806513e+02 1.520000000000000018e+00
-9.253795506642915143e+02 1.463677601002193462e+00 -3.575000000000002620e-01 4.000000000000000000e+02 -9.169520325635554627e+02 -9.233022468502467746e+02 1.010000000000000009e+00
-9.231842260634994091e+02 2.080795353249591084e+00 -3.600000000000002642e-01 4.000000000000000000e+02 -9.162606118243654691e+02 -9.226133261110568355e+02 8.199999999999999512e-01
-9.221654296023649522e+02 2.457600537806402308e+00 -3.625000000000002665e-01 4.000000000000000000e+02 -9.133455767340975626e+02 -9.197007910207888699e+02 1.969999999999999973e+00
-9.196191745628613035e+02 1.826141827682983498e+00 -3.650000000000002687e-01 4.000000000000000000e+02 -9.123086633147839848e+02 -9.186663776014753466e+02 1.125000000000000000e+00
-9.183402004383934809e+02 1.833947549986129077e+00 -3.675000000000002709e-01 4.000000000000000000e+02 -9.108807413161619024e+02 -9.172409556028532052e+02 6.149999999999999911e-01
-9.169534316296126235e+02 2.111731543902683139e+00 -3.700000000000002731e-01 4.000000000000000000e+02 -9.090074317502642316e+02 -9.153701460369555889e+02 1.600000000000000089e+00
-9.151834179876250346e+02 1.252916277921792609e+00 -3.725000000000002753e-01 4.000000000000000000e+02 -8.978501021879127393e+02 -9.042153164746040375e+02 2.750000000000000222e-01
-9.042152992317047620e+02 5.944677717520615801e+00 -3.750000000000002776e-01 4.000000000000000000e+02 -8.936111187837565240e+02 -8.999788330704478767e+02 1.155000000000000027e+00
