weight logl location amplitude width
2.217585915382577315e-179 -4.744028608397461539e+02 5.690112693375124309e+02 1.151968927128342424e+00 5.348930128413075025e+00
2.212652346427143887e-179 -4.744025880657792982e+02 7.293851375838564763e+02 2.971335396376676430e-01 1.485316683232783541e+00
2.236667607231404744e-179 -4.743892929356147761e+02 6.754486616588299057e+02 6.944442488468114405e-01 6.441994333798642947e-01
2.295743101482884173e-179 -4.743607234358517530e+02 4.707060370553592747e+02 1.780747346509490292e+00 2.750566898524224868e+00
2.305703309234806993e-179 -4.743538942652306787e+02 5.884867333022998537e+02 1.083588270262132003e+00 3.752853774539708809e+00
2.314360398427112578e-179 -4.743476466548632970e+02 4.885112169718624386e+02 5.518834992330869937e+00 5.188285631956467414e-01
2.343760438052680637e-179 -4.743325233541551142e+02 7.292698758403641932e+02 2.730300621134385541e-01 1.293584925090898174e+00
2.349018732038534763e-179 -4.743277823383323266e+02 7.286922423372805042e+02 3.172406413144255866e-01 1.220718081482785600e+00
2.380964606075372185e-179 -4.743117743162077318e+02 4.404671896708266559e+02 1.707105790826557445e-01 5.012024890934033694e-01
2.386091135747418404e-179 -4.743071234994663428e+02 7.256997173754391497e+02 7.053208192285653766e-01 3.959795203017540954e-01
